row_idx,gene_id,name,biotype,chrom,start,end,strand,assembly,species,length,gc_content,seq_len_used,umap2d_x,umap2d_y,umap3d_x,umap3d_y,umap3d_z,hox_cluster
558936,ENSDARG00000059276,hoxd4a,protein_coding,9,1948465,1951144,-,GRCz11,zebrafish,2680,0.3873,2680,7.5335,10.4934,9.5139,13.1597,9.6095,D
558937,ENSDARG00000059274,hoxd9a,protein_coding,9,1964005,1965727,-,GRCz11,zebrafish,1723,0.401,1723,7.238,10.4229,9.4823,13.1044,9.2781,D
558938,ENSDARG00000057859,hoxd10a,protein_coding,9,1967707,1970071,-,GRCz11,zebrafish,2365,0.422,2365,7.3043,10.4684,9.5349,13.0996,9.3026,D
558939,ENSDARG00000059267,hoxd11a,protein_coding,9,1975818,1978090,-,GRCz11,zebrafish,2273,0.3973,2273,7.2299,10.4229,9.4618,13.1065,9.2765,D
558940,ENSDARG00000059263,hoxd12a,protein_coding,9,1981882,1986014,-,GRCz11,zebrafish,4133,0.36,4133,7.519,10.3686,9.3396,13.0774,9.6131,D
558941,ENSDARG00000059256,hoxd13a,protein_coding,9,1986816,1990323,-,GRCz11,zebrafish,3508,0.3404,3508,7.2673,10.2743,9.2393,13.0721,9.3806,D
560751,ENSDARG00000113877,hoxc13b,protein_coding,11,2156430,2162821,+,GRCz11,zebrafish,6392,0.3511,6392,8.4688,11.0281,9.7947,13.2898,10.5781,C
560752,ENSDARG00000103133,hoxc12b,protein_coding,11,2172335,2175033,+,GRCz11,zebrafish,2699,0.3646,2699,7.2649,10.268,9.2606,13.0795,9.372,C
560753,ENSDARG00000102631,hoxc11b,protein_coding,11,2180072,2185174,+,GRCz11,zebrafish,5103,0.3625,5103,8.0675,10.5085,9.4303,13.03,10.1792,C
560754,ENSDARG00000101954,hoxc6b,protein_coding,11,2198831,2204754,+,GRCz11,zebrafish,5924,0.3347,5924,8.3757,10.5466,9.4606,13.0111,10.4738,C
562113,ENSDARG00000054025,hoxb8b,protein_coding,12,27117609,27120171,+,GRCz11,zebrafish,2563,0.3753,2563,7.4197,10.5607,9.5376,13.1387,9.5147,B
562114,ENSDARG00000026513,hoxb6b,protein_coding,12,27127139,27128768,+,GRCz11,zebrafish,1630,0.389,1630,7.4303,10.5189,9.5687,13.1529,9.4692,B
562115,ENSDARG00000054030,hoxb5b,protein_coding,12,27129659,27131735,+,GRCz11,zebrafish,2077,0.3987,2077,7.3639,10.5734,9.6966,13.1584,9.345,B
562116,ENSDARG00000054033,hoxb1b,protein_coding,12,27141140,27142834,+,GRCz11,zebrafish,1695,0.4295,1695,7.4209,10.4605,9.4905,13.1374,9.4831,B
565472,ENSDARG00000036254,hoxa13b,protein_coding,16,20895904,20897836,+,GRCz11,zebrafish,1933,0.4123,1933,7.3764,10.4731,9.4332,13.1506,9.4106,A
565473,ENSDARG00000007009,hoxa11b,protein_coding,16,20904754,20907378,+,GRCz11,zebrafish,2625,0.387,2625,7.5231,10.4396,9.4231,13.1367,9.6028,A
565474,ENSDARG00000031337,hoxa10b,protein_coding,16,20910186,20913003,+,GRCz11,zebrafish,2818,0.374,2818,7.5464,10.442,9.4314,13.1352,9.631,A
565475,ENSDARG00000056819,hoxa9b,protein_coding,16,20915319,20917584,+,GRCz11,zebrafish,2266,0.3923,2266,7.4792,10.4493,9.4267,13.14,9.5428,A
565476,ENSDARG00000023031,hoxa2b,protein_coding,16,20926673,20929183,+,GRCz11,zebrafish,2511,0.4345,2511,7.3555,10.5454,9.5966,13.1582,9.3907,A
568323,ENSDARG00000100312,hoxa13a,protein_coding,19,19729506,19731291,+,GRCz11,zebrafish,1786,0.4485,1786,7.3949,10.4746,9.467,13.1624,9.4502,A
568324,ENSDARG00000104162,hoxa11a,protein_coding,19,19737214,19738923,+,GRCz11,zebrafish,1710,0.3912,1710,7.2428,10.5504,9.5877,13.1401,9.2872,A
568325,ENSDARG00000105013,hoxa9a,protein_coding,19,19747430,19752145,+,GRCz11,zebrafish,4716,0.3478,4716,8.2603,10.5414,9.4592,13.0357,10.3361,A
568327,ENSDARG00000103862,hoxa4a,protein_coding,19,19754950,19780245,+,GRCz11,zebrafish,25296,0.358,8190,8.4253,10.5238,9.4504,13.001,10.5052,A
568328,ENSDARG00000102501,hoxa5a,protein_coding,19,19759577,19760971,+,GRCz11,zebrafish,1395,0.4108,1395,7.3661,10.5446,9.5639,13.1401,9.3684,A
568329,ENSDARG00000104307,hoxa1a,protein_coding,19,19786117,19787752,+,GRCz11,zebrafish,1636,0.4395,1636,7.3834,10.5119,9.571,13.1529,9.3863,A
